OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
4991,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,EUROMEDAH,OPERATIONAL,,NARROMINE,NEW SOUTH WALES,2821,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-32.20559999999995,148.3044000000001,,,,,,,,,,
4992,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NEATH,OPERATIONAL,,NEATH,NEW SOUTH WALES,2326,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-32.82768496799997,151.40723204000005,,,,,,,,,,
4993,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NETHERCOTE,OPERATIONAL,,NETHERCOTE,NEW SOUTH WALES,2549,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-37.01627623599995,149.82953474800001,,,,,,,,,,
4994,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NEWEE CREEK,OPERATIONAL,,NEWEE CREEK,NEW SOUTH WALES,2447,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-30.65764117699996,152.93307234300005,,,,,,,,,,
4995,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NIANGALA,OPERATIONAL,,NIANGALA,NEW SOUTH WALES,2354,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-31.296296025999936,151.40236897400007,,,,,,,,,,
4996,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NIMMITABEL,OPERATIONAL,,NIMMITABEL,NEW SOUTH WALES,2631,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,NO GNAF POINT,-36.50902999999994,149.28140000000008,,,,,,,,,,
4997,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NOONA,OPERATIONAL,,NOONA,NEW SOUTH WALES,2835,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-31.611293460999946,144.99336402900008,,,,,,,,,,
4998,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - NSW - NORFOLK ISLAND - POLICE STATION,OPERATIONAL,CNR J E ROAD & NEW CASCADE ROAD,NORFOLK ISLAND,NEW SOUTH WALES,2899,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,,NO GNAF POINT,-29.03120599999994,167.9574990000001,,,,,,,,,,
4999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BOURKE HQ,OPERATIONAL,,NORTH BOURKE,NEW SOUTH WALES,2840,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-30.041375795999954,145.9517880940001,,,,,,,,,,
5000,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,BOURKE,OPERATIONAL,,NORTH BOURKE,NEW SOUTH WALES,2840,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,NO GNAF POINT,-30.04203999999993,145.9515600000001,,,,,,,,,,
5001,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NORTH SYDNEY,OPERATIONAL,,NORTH SYDNEY,NEW SOUTH WALES,2060,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,NO GNAF POINT,-33.843339999999955,151.21072000000004,,,,,,,,,,
5002,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NORWAY,OPERATIONAL,,NORWAY,NEW SOUTH WALES,2787,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-33.75332623799994,149.81408578200012,,,,,,,,,,
5003,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NUMBUGGA,OPERATIONAL,,NUMBUGGA,NEW SOUTH WALES,2550,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-36.64948067499995,149.6993139770001,,,,,,,,,,
5004,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,NYNGAN,OPERATIONAL,LAWLOR STREET,NYNGAN,NEW SOUTH WALES,2825,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,NO GNAF POINT,-31.554405863999932,147.1905312,,,,,,,,,,
5005,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,NYNGAN,OPERATIONAL,,NYNGAN,NEW SOUTH WALES,2825,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,NO GNAF POINT,-31.56306666699993,147.1973166670001,,,,,,,,,,
5006,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,NYNGAN HQ,OPERATIONAL,,NYNGAN,NEW SOUTH WALES,2825,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-31.553309078999973,147.19097484200006,,,,,,,,,,
5007,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OAKDALE,OPERATIONAL,,OAKDALE,NEW SOUTH WALES,2570,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-34.07299879799996,150.51435600700006,,,,,,,,,,
5008,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OBERNE CREEK,OPERATIONAL,,OBERNE CREEK,NEW SOUTH WALES,2650,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-35.50320722199996,147.86594142,,,,,,,,,,
5009,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,UMBANGO / OBERNE,OPERATIONAL,,OBERNE CREEK,NEW SOUTH WALES,2650,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-35.36428121999995,147.82013773200003,,,,,,,,,,
5010,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BACK CREEK - OBERON,OPERATIONAL,,OBERON,NEW SOUTH WALES,2787,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-33.76817247199995,149.8869919880001,,,,,,,,,,
5011,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OGUNBIL,OPERATIONAL,,OGUNBIL,NEW SOUTH WALES,2340,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-31.320594335999942,151.252074611,,,,,,,,,,
5012,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,AREA D,OPERATIONAL,,ONE TREE,NEW SOUTH WALES,2711,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-34.16004300399993,145.16413262900005,,,,,,,,,,
5013,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OOMA,OPERATIONAL,,OOMA,NEW SOUTH WALES,2871,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-33.64780464099994,148.06814383500011,,,,,,,,,,
5014,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OOTHA,OPERATIONAL,,OOTHA,NEW SOUTH WALES,2875,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-33.12080771899997,147.44735294400004,,,,,,,,,,
5015,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ORANGE,OPERATIONAL,,ORANGE,NEW SOUTH WALES,2800,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-33.27313899999996,149.11231300000009,,,,,,,,,,
5016,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,ORANGE CITY,OPERATIONAL,,ORANGE,NEW SOUTH WALES,2800,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,NO GNAF POINT,-33.27293999999995,149.11089000000004,,,,,,,,,,
5017,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OTFORD,OPERATIONAL,,OTFORD,NEW SOUTH WALES,2508,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-34.21321918999996,150.99944404400003,,,,,,,,,,
5018,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,OURNIE,OPERATIONAL,,OURNIE,NEW SOUTH WALES,2640,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,NO GNAF POINT,-35.93939136399996,147.84754241200005,,,,,,,,,,
